CommunityID,Density,ClusteringCoeff,Conductance,FlakeODF,FOMD,TPR,CutRatio,Cohesiveness,Separability
77,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
78,0.60714286,0.50847458,0.17073171,0.0,0.125,1.0,0.00017546,0.42857143,2.42857143
79,0.62222222,0.6971831,0.0,0.0,0.5,1.0,0.0,0.33333333,28.0
80,0.66666667,0.64285714,0.0,0.0,0.0,1.0,0.0,0.4,10.0
81,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
82,1,0,1.0,1.0,0.0,0.0,0.00020024,1,0.0
83,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
84,1,0,1.0,1.0,0.0,0.0,0.00020024,1,0.0
85,1,0,1.0,1.0,0.0,0.0,0.00020024,1,0.0
86,1,0,1.0,1.0,0.0,0.0,0.00020024,1,0.0
87,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
88,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
89,0.86666667,0.86666667,0.07142857,0.0,0.0,1.0,6.681e-05,0.6,6.5
90,0.75555556,0.78139535,0.04225352,0.0,0.6,1.0,6.018e-05,0.44444444,11.33333333
91,0.93333333,0.92307692,0.0,0.0,0.0,1.0,0.0,0.8,14.0
92,0.51111111,0.6741573,0.06122449,0.0,0.3,1.0,6.018e-05,0.33333333,7.66666667
93,1.0,0,0.77777778,1.0,0.0,0.0,0.00070098,1.0,0.14285714
94,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
95,0.66666667,0,0.33333333,0.0,0.0,0.0,0.00013355,0.5,1.0
96,0.59090909,0.64285714,0.15217391,0.0,0.5,1.0,0.00023413,0.36363636,2.78571429
97,0.85714286,0.82894737,0.02702703,0.0,0.28571429,1.0,2.864e-05,0.66666667,18.0
98,1,0,1.0,1.0,0.0,0.0,0.00020024,1,0.0
99,0.57142857,0.6,0.17241379,0.0,0.14285714,1.0,0.0001432,0.33333333,2.4
100,0.42222222,0.48387097,0.05,0.0,0.2,1.0,4.012e-05,0.22222222,9.5
101,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
102,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
103,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
104,0.64285714,0.66666667,0.1,0.0,0.375,1.0,0.00010026,0.42857143,4.5
105,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
106,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
107,0.8,0.78947368,0.36,0.2,0.0,1.0,0.00036072,0.5,0.88888889
108,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
109,0.47619048,0.53766234,0.03846154,0.0,0.4,1.0,5.355e-05,0.28571429,12.5
110,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
111,0.38947368,0.50253807,0.15909091,0.05,0.55,1.0,0.00028141,0.15789474,2.64285714
112,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
113,0.76190476,0.78688525,0.03030303,0.0,0.28571429,1.0,2.864e-05,0.5,16.0
114,0.26470588,0.31914894,0.30097087,0.05882353,0.17647059,0.94117647,0.00036632,0.125,1.16129032
115,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00010022,1.0,5.0
116,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
117,1.0,1.0,0.6,1.0,0.0,1.0,0.00060096,1.0,0.33333333
118,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
119,0.73333333,0.75,0.40540541,0.16666667,0.0,1.0,0.0005011,0.4,0.73333333
120,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
121,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
122,0.45833333,0.48868778,0.12698413,0.0,0.375,1.0,0.00020084,0.2,3.4375
123,0.56363636,0.54237288,0.27058824,0.09090909,0.36363636,1.0,0.00041952,0.3,1.34782609
124,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
125,0.53333333,0.47368421,0.2,0.16666667,0.0,0.83333333,0.00013363,0.2,2.0
126,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
127,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
128,0.43137255,0.50086957,0.04347826,0.0,0.38888889,1.0,6.697e-05,0.23529412,11.0
129,0.57142857,0.72413793,0.23809524,0.125,0.125,1.0,0.00025065,0.28571429,1.6
130,0.63888889,0.63888889,0.0,0.0,0.33333333,1.0,0.0,0.375,23.0
131,0.83333333,0.84745763,0.0,0.0,0.66666667,1.0,0.0,0.625,30.0
132,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
133,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
134,0.25,0,0.51724138,0.5,0.0,0.0,0.00037598,0.14285714,0.46666667
135,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
136,1.0,0,0.71428571,1.0,0.0,0.0,0.0005007,1.0,0.2
137,0.69090909,0.72540984,0.03797468,0.0,0.63636364,1.0,5.472e-05,0.5,12.66666667
138,0.47619048,0.54545455,0.31034483,0.14285714,0.0,1.0,0.00025776,0.33333333,1.11111111
139,0.51648352,0.55397727,0.0,0.0,0.35714286,1.0,0.0,0.30769231,47.0
140,1.0,1.0,0.09090909,0.0,0.0,1.0,8.016e-05,1.0,5.0
141,0.4379085,0.55307263,0.0,0.0,0.5,1.0,0.0,0.23529412,67.0
142,0.8,0.78947368,0.27272727,0.0,0.0,1.0,0.00024048,0.5,1.33333333
143,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
144,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
145,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
146,1,0,1.0,1.0,0.0,0.0,0.00020024,1,0.0
147,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
148,0.41818182,0.47058824,0.34285714,0.0,0.36363636,1.0,0.00043776,0.2,0.95833333
149,0.53571429,0.6122449,0.18918919,0.0,0.125,1.0,0.00017546,0.28571429,2.14285714
150,0.475,0.54545455,0.07317073,0.0,0.5625,1.0,0.00011297,0.26666667,6.33333333
151,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
152,0.8,0.78947368,0.23809524,0.0,0.0,1.0,0.0002004,0.5,1.6
153,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
154,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
155,0.58333333,0.51136364,0.17647059,0.0,0.33333333,1.0,0.00020056,0.375,2.33333333
156,0.93333333,0.92307692,0.0,0.0,0.0,1.0,0.0,0.8,14.0
157,0.19238901,0.37724551,0.13539192,0.0,0.47727273,1.0,0.00026166,0.09302326,3.19298246
158,0.41052632,0.51428571,0.12359551,0.0,0.5,1.0,0.00022111,0.21052632,3.54545455
159,0.83333333,0.75,0.44444444,0.0,0.0,1.0,0.00040072,0.66666667,0.625
160,0.47794118,0.56521739,0.0,0.0,0.47058824,1.0,0.0,0.25,65.0
161,1.0,0,0.75,1.0,0.0,0.0,0.00060084,1.0,0.16666667
162,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
163,0.27651515,0.32758621,0.07886435,0.0,0.24242424,1.0,0.00015268,0.15625,5.84
164,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
165,0.54545455,0.52358491,0.23404255,0.0,0.5,1.0,0.00036792,0.27272727,1.63636364
166,0.36029412,0.58561644,0.20967742,0.11764706,0.41176471,1.0,0.00030723,0.1875,1.88461538
167,1.0,0,0.71428571,1.0,0.0,0.0,0.0005007,1.0,0.2
168,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
169,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
170,0.43382353,0.42307692,0.14492754,0.0,0.41176471,1.0,0.00023633,0.25,2.95
171,0.52777778,0.70588235,0.30909091,0.11111111,0.11111111,1.0,0.00037884,0.25,1.11764706
172,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
173,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
174,0.66666667,0.76595745,0.17647059,0.0,0.14285714,1.0,0.00017184,0.33333333,2.33333333
175,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
176,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
177,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
178,0.64444444,0.68627451,0.10769231,0.0,0.5,1.0,0.00014042,0.44444444,4.14285714
179,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
180,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
181,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
182,0.35384615,0.44141145,0.18149466,0.0,0.26923077,1.0,0.00039476,0.16,2.25490196
183,0.7,0.64285714,0.0,0.0,0.0,1.0,0.0,0.5,7.0
184,0.66666667,0.6,0.35483871,0.0,0.0,0.83333333,0.00036748,0.4,0.90909091
185,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
186,0.78571429,0.8,0.0,0.0,0.5,1.0,0.0,0.42857143,22.0
187,0.82142857,0.82300885,0.0,0.0,0.625,1.0,0.0,0.57142857,23.0
188,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0
189,1.0,0,0.33333333,0.0,0.0,0.0,0.00010014,1.0,1.0
190,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
191,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
192,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
193,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
194,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
195,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
196,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
197,1.0,1.0,0.4,0.33333333,0.0,1.0,0.00026709,1.0,0.75
198,0.62121212,0.70188679,0.06818182,0.0,0.58333333,1.0,0.00010034,0.36363636,6.83333333
199,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0
200,1.0,1.0,0.2,0.0,0.0,1.0,0.0002004,1.0,2.0
201,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
202,0.35869565,0.45629371,0.39263804,0.20833333,0.29166667,1.0,0.00107289,0.13043478,0.7734375
203,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
204,0.39181287,0.49132948,0.18292683,0.05263158,0.52631579,1.0,0.00031731,0.16666667,2.23333333
205,1,0,1.0,1.0,0.0,0.0,0.00020024,1,0.0
206,1,0,1.0,1.0,0.0,0.0,0.00020024,1,0.0
207,0.83333333,0.75,0.0,0.0,0.0,1.0,0.0,0.66666667,5.0
208,0.5047619,0.60810811,0.02752294,0.0,0.53333333,1.0,4.016e-05,0.28571429,17.66666667
209,0.71428571,0.70588235,0.04761905,0.0,0.375,1.0,5.013e-05,0.57142857,10.0
210,1.0,1.0,0.04761905,0.0,0.0,1.0,4.008e-05,1.0,10.0
211,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
212,0.80952381,0.82608696,0.10526316,0.0,0.28571429,1.0,0.00011456,0.5,4.25
213,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
214,1.0,0,0.77777778,1.0,0.0,0.0,0.00070098,1.0,0.14285714
215,1.0,0,0.8,1.0,0.0,0.0,0.00080112,1.0,0.125
216,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
217,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
218,0.6969697,0.76363636,0.0,0.0,0.75,1.0,0.0,0.45454545,46.0
219,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
220,0.8,0.72972973,0.07692308,0.0,0.0,1.0,6.681e-05,0.6,6.0
221,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
222,1,0,1.0,1.0,0.0,0.0,0.00020024,1,0.0
223,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0
224,1,0,1.0,1.0,0.0,0.0,0.00020024,1,0.0
225,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
226,1,0,1.0,1.0,0.0,0.0,0.00020024,1,0.0
227,0.36029412,0.40048544,0.14782609,0.0,0.23529412,1.0,0.00020088,0.1875,2.88235294
228,1.0,1.0,0.6,1.0,0.0,1.0,0.00060096,1.0,0.33333333
229,0.28571429,0,0.36842105,0.0,0.0,0.0,0.00020048,0.16666667,0.85714286
230,0.71428571,0.70909091,0.0625,0.0,0.28571429,1.0,5.728e-05,0.5,7.5
231,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
232,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
233,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
234,1.0,0,0.71428571,1.0,0.0,0.0,0.0005007,1.0,0.2
235,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
236,0.55555556,0.39473684,0.2,0.0,0.22222222,1.0,0.00022285,0.375,2.0
237,0.32631579,0.43209877,0.26627219,0.05,0.35,1.0,0.00045226,0.15789474,1.37777778
238,0.66666667,0.71900826,0.0,0.0,0.44444444,1.0,0.0,0.375,24.0
239,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
240,0.57575758,0.63888889,0.0617284,0.0,0.66666667,1.0,8.362e-05,0.36363636,7.6
241,0.86666667,0.81818182,0.13333333,0.0,0.0,1.0,0.00013363,0.8,3.25
242,0.66666667,0,0.63636364,1.0,0.0,0.0,0.00046741,0.5,0.28571429
243,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
244,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
245,0.57142857,0.63414634,0.01886792,0.0,0.71428571,1.0,2.868e-05,0.38461538,26.0
246,0.70909091,0.73228346,0.0,0.0,0.72727273,1.0,0.0,0.5,39.0
247,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
248,0.38181818,0.4556962,0.37313433,0.27272727,0.18181818,0.90909091,0.000456,0.2,0.84
249,0.2875817,0.44933921,0.40939597,0.05555556,0.27777778,1.0,0.00068091,0.17647059,0.72131148
250,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
251,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
252,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
253,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
254,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
255,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
256,0.71428571,0.67924528,0.16666667,0.0,0.14285714,1.0,0.00017184,0.5,2.5
257,1.0,1.0,0.57142857,0.66666667,0.0,1.0,0.00053419,1.0,0.375
258,0.8,0.78947368,0.0,0.0,0.0,1.0,0.0,0.5,8.0
259,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
260,0.85714286,0.82894737,0.0,0.0,0.28571429,1.0,0.0,0.66666667,18.0
261,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
262,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
263,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
264,0.56410256,0.66545455,0.09278351,0.0,0.76923077,1.0,0.00013896,0.41666667,4.88888889
265,0.42857143,0.59016393,0.12621359,0.0,0.53333333,1.0,0.00017403,0.21428571,3.46153846
266,0.38095238,0.25,0.57894737,0.85714286,0.0,0.42857143,0.00063008,0.33333333,0.36363636
267,1,0,1.0,1.0,0.0,0.0,0.00020024,1,0.0
268,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
269,0.9,0.875,0.0,0.0,0.0,1.0,0.0,0.75,9.0
270,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
271,0.80952381,0.72727273,0.0,0.0,0.0,1.0,0.0,0.66666667,17.0
272,0.66666667,0,0.66666667,1.0,0.0,0.0,0.00053419,0.5,0.25
273,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
274,0.29487179,0.4875,0.44578313,0.46153846,0.23076923,1.0,0.00057129,0.08333333,0.62162162
275,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
276,1.0,1.0,0.6,1.0,0.0,1.0,0.00060096,1.0,0.33333333
277,0.39869281,0.54140127,0.11594203,0.0,0.44444444,1.0,0.0001786,0.17647059,3.8125
278,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
279,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
280,0.8,0.78947368,0.0,0.0,0.0,1.0,0.0,0.5,8.0
281,0.8,0.78947368,0.0,0.0,0.0,1.0,0.0,0.5,8.0
282,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
283,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
284,0.71111111,0.74226804,0.16883117,0.0,0.5,1.0,0.00026078,0.44444444,2.46153846
285,1,0,1.0,1.0,0.0,0.0,0.00020024,1,0.0
286,0.58333333,0.62195122,0.20754717,0.0,0.11111111,1.0,0.00024513,0.375,1.90909091
287,0.6,0.6,0.4,0.16666667,0.0,1.0,0.00040088,0.4,0.75
288,0.45,0.55555556,0.136,0.0,0.6875,1.0,0.0002134,0.26666667,3.17647059
289,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
290,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
291,0.61538462,0.68406593,0.15044248,0.07692308,0.46153846,1.0,0.00026248,0.25,2.82352941
292,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
293,1,0,1.0,1.0,0.0,0.0,0.00020024,1,0.0
294,0.9047619,0.90697674,0.02564103,0.0,0.57142857,1.0,2.864e-05,0.66666667,19.0
295,0.4,0,0.68,0.8,0.0,0.0,0.00068136,0.25,0.23529412
296,0.8,0.78947368,0.35135135,0.0,0.0,1.0,0.00043429,0.6,0.92307692
297,0.85714286,0.82894737,0.05263158,0.0,0.28571429,1.0,5.728e-05,0.66666667,9.0
298,0.4,0.46938776,0.17647059,0.04761905,0.52380952,1.0,0.00034465,0.2,2.33333333
299,0.6,0.33333333,0.36842105,0.2,0.0,0.6,0.00028056,0.5,0.85714286
300,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
301,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
302,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
303,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
304,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
305,0.63888889,0.65217391,0.22033898,0.11111111,0.33333333,1.0,0.0002897,0.375,1.76923077
306,0.17960784,0.28477157,0.09486166,0.01960784,0.29411765,1.0,0.00019037,0.08,4.77083333
307,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
308,0.32307692,0.45801527,0.12863071,0.0,0.5,1.0,0.00023995,0.16,3.38709677
309,0.80555556,0.8313253,0.0,0.0,0.66666667,1.0,0.0,0.5,29.0
310,0.82142857,0.83478261,0.0,0.0,0.625,1.0,0.0,0.57142857,23.0
311,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
312,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
313,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
314,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
315,1,0,1.0,1.0,0.0,0.0,0.00020024,1,0.0
316,0.3030303,0.45762712,0.27272727,0.16666667,0.16666667,0.75,0.00025085,0.18181818,1.33333333
317,0.42647059,0.49367089,0.20547945,0.0,0.47058824,1.0,0.0003545,0.25,1.93333333
318,0.5,0.48979592,0.24324324,0.0,0.25,1.0,0.00022559,0.28571429,1.55555556
319,0.67272727,0.71052632,0.05128205,0.0,0.81818182,1.0,7.296e-05,0.4,9.25
320,0.15441176,0,0.39130435,0.52941176,0.17647059,0.0,0.00031905,0.0625,0.77777778
321,0.66666667,0.57692308,0.0,0.0,0.0,1.0,0.0,0.4,10.0
322,0.76190476,0.77419355,0.0,0.0,0.28571429,1.0,0.0,0.5,16.0
323,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
324,0.7,0.6,0.22222222,0.0,0.0,1.0,0.00016032,0.5,1.75
325,1,0,1.0,1.0,0.0,0.0,0.00080096,1,0.0
326,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
327,0.33333333,0.44347826,0.42857143,0.30769231,0.15384615,0.92307692,0.00060217,0.08333333,0.66666667
328,0.85714286,0.85365854,0.12727273,0.0,0.625,1.0,0.00017546,0.71428571,3.42857143
329,0.66666667,0.62068966,0.0,0.0,0.44444444,1.0,0.0,0.375,24.0
330,0.57777778,0.66141732,0.17460317,0.1,0.5,0.9,0.00022066,0.11111111,2.36363636
331,0.34615385,0.41584158,0.40659341,0.15384615,0.15384615,1.0,0.00057129,0.16666667,0.72972973
332,1.0,1.0,0.11764706,0.0,0.0,1.0,0.00013363,1.0,3.75
333,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
334,0.93333333,0.92307692,0.0,0.0,0.0,1.0,0.0,0.8,14.0
335,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
336,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
337,1,0,1.0,1.0,0.0,0.0,0.00020024,1,0.0
338,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
339,1,0,1.0,1.0,0.0,0.0,0.00040048,1,0.0
340,0.77777778,0.78440367,0.0,0.0,0.9,1.0,0.0,0.55555556,35.0
341,1,0,1.0,1.0,0.0,0.0,0.00060072,1,0.0
342,0.7,0.6,0.44,0.0,0.0,1.0,0.00044088,0.5,0.63636364
