CommunityID,Density,ClusteringCoeff,Conductance,FlakeODF,FOMD,TPR,CutRatio,Cohesiveness,Separability
47,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
48,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,36.0
49,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
50,1.0,1.0,0.06666667,0.0,1.0,1.0,0.00020064,1.0,7.0
51,0.76190476,0.92307692,0.11111111,0.14285714,0.14285714,0.85714286,0.00022921,0.16666667,4.0
52,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
53,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
54,1.0,1.0,0.4,0.0,0.0,1.0,0.00053397,1.0,0.75
55,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
56,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
57,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
58,0.76190476,0.92307692,0.13513514,0.14285714,0.14285714,0.85714286,0.00028652,0.16666667,3.2
59,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
60,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
61,0.66666667,0,0.5,0.33333333,0.0,0.0,0.00053397,0.5,0.5
62,1.0,1.0,0.0625,0.0,0.0,1.0,0.00013365,1.0,7.5
63,1.0,0,0.66666667,1.0,0.0,0.0,0.00080064,1.0,0.25
64,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
65,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
66,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
67,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,45.0
68,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
69,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
70,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
71,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
72,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
73,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
74,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
75,0.57777778,0.78151261,0.01886792,0.0,0.2,1.0,4.016e-05,0.44444444,26.0
76,0.78571429,0.94594595,0.06382979,0.125,0.875,0.875,0.00015048,0.14285714,7.33333333
77,0.73333333,0.88235294,0.12,0.16666667,0.0,0.83333333,0.00020048,0.2,3.66666667
78,1.0,1.0,0.25,0.0,0.0,1.0,0.00040064,1.0,1.5
79,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
80,1.0,0,0.66666667,1.0,0.0,0.0,0.00080064,1.0,0.25
81,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
82,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
83,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
84,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
85,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
86,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
87,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
88,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
89,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
90,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
91,1.0,1.0,0.14285714,0.0,0.0,1.0,0.00020032,1.0,3.0
92,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
93,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
94,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
95,1.0,0,0.66666667,1.0,0.0,0.0,0.00080064,1.0,0.25
96,1.0,1.0,0.0625,0.0,0.0,1.0,0.00013365,1.0,7.5
97,0.33333333,0.52095808,0.17647059,0.0,0.2,1.0,0.00040241,0.21428571,2.33333333
98,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
99,0.76190476,0.75,0.0,0.0,0.14285714,1.0,0.0,0.5,16.0
100,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
101,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
102,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
103,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
104,1.0,1.0,0.625,1.0,0.0,1.0,0.00200321,1.0,0.3
105,0.88888889,0.92079208,0.0,0.0,0.88888889,1.0,0.0,0.5,32.0
106,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
107,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
108,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
109,1.0,1.0,0.2,0.0,0.0,1.0,0.00030048,1.0,2.0
110,1.0,1.0,0.5,0.0,0.0,1.0,0.00080096,1.0,0.5
111,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
112,1.0,0,0.75,1.0,0.0,0.0,0.00120096,1.0,0.16666667
113,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
114,1.0,1.0,0.05084746,0.0,1.0,1.0,0.00015048,1.0,9.33333333
115,1.0,1.0,0.16666667,0.0,0.0,1.0,0.00032064,1.0,2.5
116,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
117,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
118,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
119,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
120,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
121,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
122,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
123,1.0,1.0,0.2,0.0,0.0,1.0,0.0004008,1.0,2.0
124,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
125,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
126,1.0,1.0,0.13043478,0.0,0.0,1.0,0.00024048,1.0,3.33333333
127,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
128,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
129,1.0,0,0.75,1.0,0.0,0.0,0.00120096,1.0,0.16666667
130,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
131,1.0,1.0,0.2,0.0,0.0,1.0,0.0004008,1.0,2.0
132,0.5,0.675,0.41666667,0.25,0.125,1.0,0.00100321,0.28571429,0.7
133,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
134,1.0,1.0,0.14285714,0.0,0.0,1.0,0.00020032,1.0,3.0
135,1.0,1.0,0.04761905,0.0,0.0,1.0,8.016e-05,1.0,10.0
136,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
137,0.8,0.84615385,0.14285714,0.0,0.0,1.0,0.00026731,0.4,3.0
138,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
139,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
140,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
141,0.47222222,0.61016949,0.10526316,0.0,0.11111111,1.0,0.00017842,0.25,4.25
142,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
143,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
144,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
145,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
146,1.0,1.0,0.14285714,0.0,0.0,1.0,0.00020032,1.0,3.0
147,0.86666667,0.86666667,0.0,0.0,0.0,1.0,0.0,0.6,13.0
148,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
149,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
150,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
151,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
152,1.0,1.0,0.09677419,0.0,1.0,1.0,0.00030096,1.0,4.66666667
153,1.0,1.0,0.02325581,0.0,1.0,1.0,5.73e-05,1.0,21.0
154,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
155,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
156,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
157,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
158,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
159,0.86666667,0.86666667,0.0,0.0,0.0,1.0,0.0,0.6,13.0
160,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
161,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
162,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
163,1.0,1.0,0.125,0.0,1.0,1.0,0.00034382,1.0,3.5
164,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
165,0.85714286,0.88461538,0.02702703,0.0,0.42857143,1.0,5.73e-05,0.5,18.0
166,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
167,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
168,0.46666667,0.67839196,0.11111111,0.125,0.8125,0.9375,0.00035225,0.06666667,4.0
169,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
170,0.85714286,0.88461538,0.0,0.0,0.42857143,1.0,0.0,0.5,18.0
171,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
172,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,36.0
173,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
174,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
175,0.9047619,0.90697674,0.0,0.0,0.57142857,1.0,0.0,0.66666667,19.0
176,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
177,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
178,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
179,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
180,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
181,1.0,1.0,0.2,0.0,0.0,1.0,0.0004008,1.0,2.0
182,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
183,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,45.0
184,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
185,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
186,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
187,0.72222222,0.76642336,0.07142857,0.0,0.44444444,1.0,0.00017842,0.5,6.5
188,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
189,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
190,0.93333333,0.92307692,0.09677419,0.0,0.0,1.0,0.00020048,0.8,4.66666667
191,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
192,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
193,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
194,1.0,1.0,0.16666667,0.0,0.0,1.0,0.00032064,1.0,2.5
195,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
196,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
197,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
198,1.0,1.0,0.03448276,0.0,1.0,1.0,0.00010032,1.0,14.0
199,0.8,0.78947368,0.11111111,0.0,0.0,1.0,0.00016032,0.5,4.0
200,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
201,1.0,1.0,0.25,0.0,0.0,1.0,0.00040064,1.0,1.5
202,0.73333333,0.75,0.0,0.0,0.0,1.0,0.0,0.4,11.0
203,0.76190476,0.92307692,0.08571429,0.14285714,0.14285714,0.85714286,0.00017191,0.16666667,5.33333333
204,1.0,1.0,0.1,0.0,1.0,1.0,0.00035684,1.0,4.5
205,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
206,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
207,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
208,0.6969697,0.81818182,0.0212766,0.0,1.0,1.0,6.699e-05,0.54545455,23.0
209,1.0,0,0.66666667,1.0,0.0,0.0,0.00080064,1.0,0.25
210,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
211,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
212,1.0,0,0.66666667,1.0,0.0,0.0,0.00080064,1.0,0.25
213,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
214,0.93333333,0.92307692,0.0,0.0,0.0,1.0,0.0,0.8,14.0
215,1.0,1.0,0.4,0.0,0.0,1.0,0.00080128,1.0,0.75
216,1.0,1.0,0.4,0.33333333,0.0,1.0,0.00053397,1.0,0.75
217,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
218,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
219,0.86666667,0.86666667,0.13333333,0.0,0.0,1.0,0.00026731,0.6,3.25
220,1.0,1.0,0.0625,0.0,0.0,1.0,0.00013365,1.0,7.5
221,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
222,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
223,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
224,1.0,1.0,0.14285714,0.0,0.0,1.0,0.00020032,1.0,3.0
225,1.0,0,0.33333333,0.0,0.0,0.0,0.00020016,1.0,1.0
226,0.5,0.62790698,0.0,0.0,0.125,1.0,0.0,0.28571429,14.0
227,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00020048,1.0,5.0
228,0.46153846,0.59243697,0.20754717,0.0,0.42857143,1.0,0.00063211,0.30769231,1.90909091
229,0.73333333,0.75,0.0,0.0,0.0,1.0,0.0,0.4,11.0
230,0.63888889,0.73529412,0.20689655,0.11111111,0.55555556,1.0,0.00053526,0.375,1.91666667
231,0.53333333,0.63157895,0.23809524,0.33333333,0.0,0.66666667,0.00033414,0.2,1.6
232,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
233,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
234,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
235,1.0,1.0,0.23076923,0.0,0.0,1.0,0.00060144,1.0,1.66666667
236,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
237,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
238,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
239,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
240,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
241,1.0,1.0,0.4,0.0,0.0,1.0,0.00053397,1.0,0.75
242,1.0,1.0,0.23076923,0.0,0.0,1.0,0.00048096,1.0,1.66666667
243,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
244,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
245,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
246,0.76190476,0.92307692,0.08571429,0.14285714,0.14285714,0.85714286,0.00017191,0.16666667,5.33333333
247,1.0,1.0,0.16666667,0.0,0.0,1.0,0.00032064,1.0,2.5
248,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
249,0.76190476,0.92307692,0.11111111,0.14285714,0.14285714,0.85714286,0.00022921,0.16666667,4.0
250,1.0,0,0.66666667,1.0,0.0,0.0,0.00080064,1.0,0.25
251,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
252,1.0,1.0,0.02325581,0.0,1.0,1.0,5.73e-05,1.0,21.0
253,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
254,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
255,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
256,1.0,1.0,0.14285714,0.0,0.0,1.0,0.00033414,1.0,3.0
257,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
258,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
259,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
260,1.0,1.0,0.45454545,0.0,0.0,1.0,0.00066747,1.0,0.6
261,0.66666667,0.6,0.27272727,0.25,0.0,0.75,0.00030048,0.33333333,1.33333333
262,1.0,1.0,0.125,0.0,1.0,1.0,0.00034382,1.0,3.5
263,1.0,1.0,0.16666667,0.0,0.0,1.0,0.00040096,1.0,2.5
264,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
265,0.8,0.84615385,0.11111111,0.16666667,0.0,1.0,0.00020048,0.4,4.0
266,1.0,1.0,0.2,0.0,0.0,1.0,0.00030048,1.0,2.0
267,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
268,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
269,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
270,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
271,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
272,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
273,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
274,1.0,0,0.66666667,1.0,0.0,0.0,0.00080064,1.0,0.25
275,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
276,1.0,1.0,0.13043478,0.0,0.0,1.0,0.00024048,1.0,3.33333333
277,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
278,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
279,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
280,1.0,0,0.66666667,1.0,0.0,0.0,0.00080064,1.0,0.25
281,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
282,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
283,1.0,0,0.66666667,1.0,0.0,0.0,0.00080064,1.0,0.25
284,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
285,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,66.0
286,0.5,0,0.33333333,0.0,0.0,0.0,0.00030048,0.33333333,1.0
287,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
288,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
289,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
290,1.0,0,0.6,0.5,0.0,0.0,0.00060048,1.0,0.33333333
291,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
292,0.7,0.8,0.3,0.2,0.0,0.8,0.00048096,0.25,1.16666667
293,1.0,1.0,0.2,0.0,0.0,1.0,0.0004008,1.0,2.0
294,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
295,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
296,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
297,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
298,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
299,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,36.0
300,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
301,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
302,1.0,1.0,0.09677419,0.0,1.0,1.0,0.00030096,1.0,4.66666667
303,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,105.0
304,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
305,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
306,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
307,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
308,0.78571429,0.82857143,0.06382979,0.0,0.5,1.0,0.00015048,0.42857143,7.33333333
309,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
310,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
311,1.0,1.0,0.03225806,0.0,0.0,1.0,6.683e-05,1.0,15.0
312,0.7,0.8,0.125,0.2,0.0,0.8,0.00016032,0.25,3.5
313,0.86666667,0.86666667,0.0,0.0,0.0,1.0,0.0,0.6,13.0
314,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
315,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
316,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
317,1.0,1.0,0.4,0.0,0.0,1.0,0.00053397,1.0,0.75
318,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
319,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
320,0.86666667,0.86666667,0.0,0.0,0.0,1.0,0.0,0.6,13.0
321,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
322,1.0,1.0,0.13043478,0.0,0.0,1.0,0.00024048,1.0,3.33333333
323,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
324,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
325,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
326,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
327,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
328,0.83333333,0.75,0.28571429,0.0,0.0,1.0,0.00040064,0.66666667,1.25
329,1.0,1.0,0.31034483,0.2,0.0,1.0,0.00072144,1.0,1.11111111
330,1.0,0,0.5,0.0,0.0,0.0,0.00040032,1.0,0.5
331,0.8,0.78947368,0.04,0.0,0.0,1.0,6.683e-05,0.6,12.0
332,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
333,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
334,1.0,1.0,0.25,0.0,0.0,1.0,0.00026699,1.0,1.5
335,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,55.0
336,0.86666667,0.86666667,0.0,0.0,0.0,1.0,0.0,0.6,13.0
337,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00016032,1.0,5.0
338,1.0,1.0,0.2,0.0,0.0,1.0,0.0004008,1.0,2.0
339,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
340,0.66666667,0,0.63636364,1.0,0.0,0.0,0.00093445,0.5,0.28571429
341,0.85714286,0.88461538,0.0,0.0,0.42857143,1.0,0.0,0.5,18.0
342,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
343,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
344,1.0,1.0,0.33333333,0.0,0.0,1.0,0.00040048,1.0,1.0
345,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00020048,1.0,5.0
346,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
347,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
348,1.0,1.0,0.04545455,0.0,1.0,1.0,0.00011461,1.0,10.5
